nombre,precio,enlace
Nokia Lumia 830,"85,00 €",https://es.wallapop.com/item/nokia-lumia-830-952921057
Nokia Lumia,"30,00 €",https://es.wallapop.com/item/nokia-lumia-942625121
Nokia lumia XL950,"150,00 €",https://es.wallapop.com/item/nokia-lumia-xl950-973937275
Teléfono móvil Nokia Lumia 930,"45,00 €",https://es.wallapop.com/item/cellulare-nokia-lumia-930-963679433
NOKIA LUMIA 610,"90,00 €",https://es.wallapop.com/item/nokia-lumia-610-974925316
Nokia Lumia 520,"34,00 €",https://es.wallapop.com/item/nokia-lumia-965340793
Nokia Lumia 530,"35,00 €",https://es.wallapop.com/item/nokia-lumia-530-967500140
Nokia 735,"8,00 €",https://es.wallapop.com/item/nokia-735-990673807
Funda para teléfono móvil Nokia Lumia,"1,00 €",https://es.wallapop.com/item/cover-cellulare-nokia-lumia-951116565
Película del Nokia Lumia 520,"5,00 €",https://es.wallapop.com/item/pelicula-nokia-lumia-520-969536841
Nokia 610,"10,00 €",https://es.wallapop.com/item/nokia-610-990753302
Nokia lumia,"20,00 €",https://es.wallapop.com/item/nokia-lumia-957650021
Nokia Lumia 520,"8,00 €",https://es.wallapop.com/item/nokia-lumia-520-955277747
NOKIA Lumia 800,"12,00 €",https://es.wallapop.com/item/nokia-lumia-800-955278947
Nokia Lumia 530,"20,00 €",https://es.wallapop.com/item/nokia-lumia-530-961032245
Nokia 610,"10,00 €",https://es.wallapop.com/item/nokia-610-991224000
Teléfono móvil Nokia Lumia 620,"50,00 €",https://es.wallapop.com/item/cellulare-nokia-lumia-620-949718554
Nokia Lumia 530 para piezas,"5,00 €",https://es.wallapop.com/item/nokia-lumia-530-para-piezas-950291820
Nokia Lumia 625,"10,00 €",https://es.wallapop.com/item/nokia-lumia-625-950744648
Móvil 📲,"20,00 €",https://es.wallapop.com/item/movil-999083864
Lumia 610,"25,00 €",https://es.wallapop.com/item/lumia-610-970421397
Nokia Lumia 530,"15,00 €",https://es.wallapop.com/item/nokia-lumia-530-944389362
Móvil Nokia,"30,00 €",https://es.wallapop.com/item/movil-nokia-980127033
smartphone,"45,00 €",https://es.wallapop.com/item/smartphone-985944376
Nokia Lumia 630,"10,00 €",https://es.wallapop.com/item/nokia-lumia-630-947633722
NOKIA LUMIA 710 - CAJA,"5,00 €",https://es.wallapop.com/item/nokia-lumia-710-scatola-941882672
Móvil Nokia Lumia 735,"50,00 €",https://es.wallapop.com/item/movil-nokia-lumia-735-975146721
Nokia Lumia 610,"30,00 €",https://es.wallapop.com/item/nokia-lumia-974055205
Nokia Lumia 650,"30,00 €",https://es.wallapop.com/item/nokia-lumia-650-958668784
Nokia Lumia 630,"20,00 €",https://es.wallapop.com/item/nokia-lumia-630-935596467
Nokia Lumia 520,"10,00 €",https://es.wallapop.com/item/nokia-lumia-520-935582920
Nokia - Smartphone Lumia 720 con pantalla táctil,"45,00 €",https://es.wallapop.com/item/nokia-smartphone-lumia-720-con-schermo-touchscre-963704592
Telefonos Microsoft y Nokia,"10,00 €",https://es.wallapop.com/item/telefonos-microsoft-y-nokia-979904317
Nokia Lumia 520,"35,00 €",https://es.wallapop.com/item/nokia-lumia-520-940830941
Nokia Lumia 610 NFC,"9,00 €",https://es.wallapop.com/item/nokia-lumia-610-nfc-966232957
Nokia lumia 520,"25,00 €",https://es.wallapop.com/item/nokia-lumia-520-963434157
Nokia Lumia 820 tactil roto,"10,00 €",https://es.wallapop.com/item/nokia-lumia-820-para-piezas-940863828
nokia lumia 635,"10,00 €",https://es.wallapop.com/item/nokia-lumia-635-938270208
SMARTPHONE NOKIA LUMIA 625,"7,00 €",https://es.wallapop.com/item/smartphone-nokia-lumia-625-970382997
Nokia Lumia 830,"20,00 €",https://es.wallapop.com/item/nokia-lumia-830-956045692
Nokia Lumia 925: ¡La naranja de la nostalgia!,"50,00 €",https://es.wallapop.com/item/nokia-lumia-925-l-arancione-della-nostalgia-941432101
Nokia Lumia 930,"40,00 €",https://es.wallapop.com/item/nokia-lumia-930-957595714
Nokia Lumia 630,"15,00 €",https://es.wallapop.com/item/nokia-lumia-630-924982315
Móvil Nokia Lumia 520,"5,00 €",https://es.wallapop.com/item/movil-nokia-5200-942870294
Nokia Lumia 630,"9,99 €",https://es.wallapop.com/item/nokia-lumia-630-931019160
Teléfono Nokia 630,"20,00 €",https://es.wallapop.com/item/nokia-630-969959277
Nokia Lumia 610,"14,99 €",https://es.wallapop.com/item/nokia-lumia-610-918896023
Teléfono celular Nokia 830 sin cargador,"50,00 €",https://es.wallapop.com/item/telefono-celular-nokia-830-sin-cargador-983523965
Nokia Lumia 550 + cargador + dos cables,"18,00 €",https://es.wallapop.com/item/cellulare-928847239
Funda para móvil Nokia Lumia 13 20,"1,00 €",https://es.wallapop.com/item/custodia-cellulare-nokia-lumia-13-20-943907480
Funda para smartphone NOKIA Lumia 650,"1,00 €",https://es.wallapop.com/item/custodia-per-smartphone-nokia-lumia-650-933235890
Funda para smartphone NOKIA Lumia 930,"1,00 €",https://es.wallapop.com/item/custodia-per-smartphone-nokia-lumia-930-933231813
Nokia Lumia 520,"15,00 €",https://es.wallapop.com/item/nokia-lumia-520-925847364
Tapa de batería negra original para Nokia Lumia 830,"9,00 €",https://es.wallapop.com/item/nokia-lumia-830-battery-cover-black-nera-originale-934230056
Nokia Lumia 2520 defectuosa + Teclado Kensington,"23,00 €",https://es.wallapop.com/item/nokia-lumia-2520-defectuosa---teclado-kensington-966018000
Botones del Nokia lumia 520,"2,00 €",https://es.wallapop.com/item/botoes-nokia-lumia-520-957715035
Nokia lumia 925. Windows 10.,"39,00 €",https://es.wallapop.com/item/nokia-lumia-925-windows-10-954610871
funda pura para Nokia Lumia 630,"5,00 €",https://es.wallapop.com/item/puro-cover-nokia-lumia-630-938888966
4 teléfonos celulares,"60,00 €",https://es.wallapop.com/item/4-cellulari-986949331
Nokia lumia 635 nuevo,"55,00 €",https://es.wallapop.com/item/nokia-lumia-635-961277487
Nokia Lumia 830 libre,"40,00 €",https://es.wallapop.com/item/nokia-lumia-830-libre-913354079
Móvil Nokia Lumia 925 16GB.,"60,00 €",https://es.wallapop.com/item/movil-nokia-lumia-925-16gb-923954187
Nokia Lumia 520 PIEZAS,"5,00 €",https://es.wallapop.com/item/nokia-lumia-520-piezas-911941084
Nokia Lumia 925 Movistar,"20,00 €",https://es.wallapop.com/item/nokia-lumia-925-movistar-960026303
Funda tipo cartera de siete piezas para Nokia Lumia 735,"5,00 €",https://es.wallapop.com/item/sette-pezzi-wallet-case-nokia-lumia-735-938886502
Nokia Lumia 520,"20,00 €",https://es.wallapop.com/item/nokia-lumia-520-898198383
Nokia lumia 930 NUEVO,"70,00 €",https://es.wallapop.com/item/nokia-lumia-930-nuevo-939436833
Móvil Nokia Lumia 625,"22,00 €",https://es.wallapop.com/item/movil-nokia-lumia-625-939570501
nokia lumia 520,"10,00 €",https://es.wallapop.com/item/nokia-lumia-520-913165122
Teléfono móvil Nokia Lumia 820 para piezas,"3,00 €",https://es.wallapop.com/item/telemovel-nokia-lumia-820-para-pecas-954897664
Nokia Lumia 710,"70,00 €",https://es.wallapop.com/item/nokia-lumia-710-904808071
funda para Nokia Lumia 1320,"4,00 €",https://es.wallapop.com/item/custodia-per-nokia-lumia-1320-892554971
Nokia Lumia 520,"50,00 €",https://es.wallapop.com/item/nokia-lumia-520-907618999
FUNDA DE MOVIL NOKIA LUMIA 1020 NEGRO,"4,50 €",https://es.wallapop.com/item/funda-de-movil-nokia-lumia-1020-negro-908708779
Nokia Lumia 635,"20,00 €",https://es.wallapop.com/item/nokia-lumia-635-901144933
"Móvil Nokia Lumia 930, libre, en perfecto estado.","33,00 €",https://es.wallapop.com/item/movil-nokia-lumia-920-libre-en-perfecto-estado-914188769
Teléfono móvil Nokia Lumia 535,"10,00 €",https://es.wallapop.com/item/cellulare-924106198
Funda Nokia Lumia 625,"3,00 €",https://es.wallapop.com/item/cover-nokia-lumia-625-907772110
Nokia Lumia 710 MÓVIL ROTO,"2,00 €",https://es.wallapop.com/item/nokia-lumia-710-movil-roto-941582630
Nokia Lumia 625 libre,"25,00 €",https://es.wallapop.com/item/nokia-lumia-625-libre-934916314
2 teléfonos Nokia Lumia 520 d Movistar para piezas,"5,01 €",https://es.wallapop.com/item/2-telefonos-nokia-lumia-520-de-movistar-para-pieza-917325347
Móvil Nokia Lumia 530,"20,00 €",https://es.wallapop.com/item/movil-nokia-lumia-530-927874089
Teléfono movil,"10,00 €",https://es.wallapop.com/item/telefono-movil-992944971
Nokia 830,"30,00 €",https://es.wallapop.com/item/nokia-830-948730991
Nokia Lumia 630,"80,00 €",https://es.wallapop.com/item/nokia-lumia-630-884659866
Nokia Lumia 800,"20,00 €",https://es.wallapop.com/item/nokia-lumia800-885262370
nokia Lumia 720,"30,00 €",https://es.wallapop.com/item/nokia-lumia-720-909021021
Nokia Lumia 610,"30,00 €",https://es.wallapop.com/item/nokia-lumia-610-863866639
Nokia Lumia 640XL,"15,00 €",https://es.wallapop.com/item/nokia-lumia-640xl-878433558
Microsoft Nokia Lumia 535 dual sim,"60,00 €",https://es.wallapop.com/item/microsoft-nokia-lumia-535-dual-sim-918506305
Nokia Lumia 900,"30,00 €",https://es.wallapop.com/item/nokia-lumia-900-922502342
Funda Nokia Lumia 1520,"10,00 €",https://es.wallapop.com/item/funda-nokia-lumia-1520-910071220
Nokia Lumia 550,"30,00 €",https://es.wallapop.com/item/nokia-lumia-550-860986245
Smartphone vintaje,"7,00 €",https://es.wallapop.com/item/telefono-movil-992748087
protector de pantalla Nokia Lumia 930,"1,00 €",https://es.wallapop.com/item/pellicola-protettiva-nokia-lumia-930-890328630
celular,"50,00 €",https://es.wallapop.com/item/cellulare-960498595
Nokia Lumia no detecta Sim,"10,00 €",https://es.wallapop.com/item/nokia-lumia-no-detecta-sim-906257821
Nokia Lumia 830,"100,00 €",https://es.wallapop.com/item/nokia-lumia-830-852915297
Nokia Lumia 520 sin usar,"30,00 €",https://es.wallapop.com/item/nokia-lumia-520-sin-usar-915319371
Nokia Lumia 635 Para Piezas o Arreglar,"20,00 €",https://es.wallapop.com/item/nokia-lumia-635-para-piezas-o-arreglar-926078381
Nokia Lumia 925,"45,00 €",https://es.wallapop.com/item/nokia-lumia-925-887174493
Nokia lumia 520,"30,00 €",https://es.wallapop.com/item/nokia-lumia-520-909295752
Nokia Lumia 735 RM-1038,"20,00 €",https://es.wallapop.com/item/nokia-lumia-735-rm-1038-937552833
nokia Lumia 520,"20,00 €",https://es.wallapop.com/item/nokia-lumia-520-881258304
Teléfono Nokia Lumia 635,"17,00 €",https://es.wallapop.com/item/telefono-nokia-lumia-635-916984882
Nokia Lumia 520 *Nuevo,"35,00 €",https://es.wallapop.com/item/nokia-lumia-520-931703922
Nokia Lumia 735,"12,00 €",https://es.wallapop.com/item/nokia-lumia-735-937654210
Pantalla Nokia Lumia 1020,"30,00 €",https://es.wallapop.com/item/pantalla-nokia-lumia-1020-923306423
Microsoft Lumia 640 XL,"28,00 €",https://es.wallapop.com/item/microsoft-lumia-640-xl-931949165
Lote funda móvil Lumia 530 y L20 (20 fundas),"9,00 €",https://es.wallapop.com/item/lote-funda-movil-lumia-530-y-l20-20-fundas-985136530
MÓVIL LUMIA,"15,00 €",https://es.wallapop.com/item/movil-lumia-435-948538718
Teléfono móvil Nokia Lumia. Operador Orange,"20,00 €",https://es.wallapop.com/item/telefono-movil-nokia-lumia-921335391
Telefono movil Nokia Lumia 520 Rojo,"20,00 €",https://es.wallapop.com/item/nokia-lumia-520-rojo-910358127
funda tipo cartera Muvit de siete piezas Nokia,"5,00 €",https://es.wallapop.com/item/sette-pezzi-muvit-wallet-case-nokia-938836697
Nokia Lumia 640 Libre,"10,00 €",https://es.wallapop.com/item/nokia-lumia-640-libre-883849370
TELEFONO NOKIA LUMIA 625,"15,00 €",https://es.wallapop.com/item/telefono-nokia-lumia-625-884240688
Nokia lumia 925,"20,00 €",https://es.wallapop.com/item/nokia-lumia-925-907231052
"Móvil,,,,NOKIA,LUMIA 930","45,00 €",https://es.wallapop.com/item/movil-nokia-lumia-930-855020320
nokia Lumia 610,"25,00 €",https://es.wallapop.com/item/nokia-lumia-610-866502328
Nokia Lumia800,"25,00 €",https://es.wallapop.com/item/nokia-lumia800-883284122
Nokia Lumia 620,"15,00 €",https://es.wallapop.com/item/nokia-lumia-620-881227311
Nokia Lumia 635,"15,00 €",https://es.wallapop.com/item/nokia-lumia-635-896541905
Nokia Lumia 520,"45,00 €",https://es.wallapop.com/item/nokia-lumia-520-881996047
Nokia lumia 520,"50,00 €",https://es.wallapop.com/item/nokia-lumia-520-868852807
Teléfono móvil Nokia Lumia 950,"60,00 €",https://es.wallapop.com/item/cellulare-nokia-lumia-950-863426203
Móvil Nokia,"8,00 €",https://es.wallapop.com/item/movil-nokia-905611114
Nokia Lumia 710 azul,"8,00 €",https://es.wallapop.com/item/nokia-lumia-710-azul-835466780
Nokia Lumia 520,"50,00 €",https://es.wallapop.com/item/nokia-lumia-520-846091385
Nokia lumia 800,"30,00 €",https://es.wallapop.com/item/nokia-lumia-800-809590152
Nokia Lumia 640XL,"50,00 €",https://es.wallapop.com/item/nokia-lumia-640xl-855523943
Nokia Lumia 530,"15,00 €",https://es.wallapop.com/item/nokia-lumia-530-871334679
Nokia Lumia 935,"60,00 €",https://es.wallapop.com/item/nokia-lumia-935-832989282
Nokia,"40,00 €",https://es.wallapop.com/item/nokia-894787335
Nokia Lumia 920,"18,00 €",https://es.wallapop.com/item/nokia-lumia-920-871327137
Nokia Lumia 1020,"110,00 €",https://es.wallapop.com/item/nokia-lumia-1020-906989914
2 LUMIA 800 LIBRES x35e,"35,00 €",https://es.wallapop.com/item/lumia-800-libre-944311804
Telefono,"90,00 €",https://es.wallapop.com/item/telefono-966770072
Nokia Lumia 635,"10,00 €",https://es.wallapop.com/item/nokia-lumia-635-888175101
Pantalla táctil Microsoft Nokia Lumia 520 negra,"4,00 €",https://es.wallapop.com/item/touchscreen-microsoft-nokia-lumia-520-preto-894462101
Pantalla Nokia Lumia 520,"8,00 €",https://es.wallapop.com/item/pantalla-nokia-lumia-520-893030636
Nokia Lumia 520 Windows Phone,"40,00 €",https://es.wallapop.com/item/nokia-lumia-520-windows-phone-858207076
Nokia Lumia 520 negociable,"10,00 €",https://es.wallapop.com/item/nokia-lumia-520-885971686
Móvil,"25,00 €",https://es.wallapop.com/item/movil-963323736
Nokia Lumia 635,"15,00 €",https://es.wallapop.com/item/nokia-lumia-635-770960544
Nokia LUMIA 625 ((( COMO NUEVO ))),"35,00 €",https://es.wallapop.com/item/nokia-lumia-625-como-nuevo-857541209
Nokia lumia 530 Movistar,"20,00 €",https://es.wallapop.com/item/nokia-lumia-530-movistar-857100626
Nokia Lumia 520,"5,00 €",https://es.wallapop.com/item/nokia-lumia-520-875907302
Placa base Nokia Lumia 710,"10,00 €",https://es.wallapop.com/item/scheda-madre-nokia-lumia-710-845869125
Nokia Lumia 925,"18,00 €",https://es.wallapop.com/item/nokia-lumia-925-773556101
NOKIA LUMIA 800,"100,00 €",https://es.wallapop.com/item/nokia-lumia-800-772491115
Telefono,"15,00 €",https://es.wallapop.com/item/telefono-940258538
NOKIA LUMIA 710,"80,00 €",https://es.wallapop.com/item/nokia-lumia-710-773273273
Nokia Lumia 635,"30,00 €",https://es.wallapop.com/item/nokia-lumia-635-899125083
Nokia Lumia 1020,"120,00 €",https://es.wallapop.com/item/nokia-lumia-1020-778661389
Pantalla original Nokia Lumia negra,"4,00 €",https://es.wallapop.com/item/pantalla-original-nokia-lumia-negra-861465425
Nokia Lumia 625,"39,00 €",https://es.wallapop.com/item/nokia-lumia-625-849671615
NOKIA LUMIA 610,"15,00 €",https://es.wallapop.com/item/nokia-lumia-610-876812458
Movil,"0,00 €",https://es.wallapop.com/item/movil-975277054
Lumia 650 Negro mate,"35,50 €",https://es.wallapop.com/item/lumia-650-negro-mate-reacondicionado-898091254
